EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc 300: pereira vs. hill,alex pereira vs. jamahal hill,Round 1,alex pereira,1.0,0.8,0.0,0.0,0.0,7.0,24,30,24,30,0,0,6,9,13,16,6,6,0,0,11,14,12,15
ufc 300: pereira vs. hill,alex pereira vs. jamahal hill,Round 1,jamahal hill,0.0,0.54,0.0,0.0,0.0,0.0,12,22,12,22,0,0,8,9,12,22,3,6,0,0,0,0,1,7
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 1,zhang weili,0.0,0.56,1.0,1.0,0.0,64.0,17,30,20,33,1,1,4,8,13,26,4,6,0,0,4,4,9,16
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 2,zhang weili,0.0,0.91,1.0,1.0,0.0,231.0,54,59,66,71,1,1,2,4,6,10,1,1,0,0,48,49,51,54
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 3,zhang weili,0.0,0.48,0.0,0.0,0.0,17.0,12,25,39,56,0,3,3,5,8,21,5,6,1,1,3,3,4,14
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 4,zhang weili,0.0,0.57,1.0,0.0,0.0,222.0,19,33,59,86,2,2,0,1,5,14,3,6,0,0,14,19,16,26
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 5,zhang weili,0.0,0.4,1.0,0.0,0.0,230.0,4,10,72,81,2,2,0,1,2,7,0,0,0,0,2,3,4,9
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 1,yan xiaonan,0.0,0.3,1.0,0.0,0.0,20.0,7,23,7,23,1,1,1,2,5,19,0,1,1,2,1,2,6,20
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 2,yan xiaonan,0.0,0.3,0.0,0.0,1.0,10.0,4,13,7,16,0,0,0,0,4,13,0,0,0,0,0,0,4,13
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 3,yan xiaonan,1.0,0.76,1.0,0.0,0.0,102.0,26,34,33,41,2,2,16,16,9,17,3,3,2,2,15,15,7,15
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 4,yan xiaonan,0.0,0.4,0.0,0.0,0.0,8.0,4,10,10,16,0,0,0,0,4,10,0,0,0,0,0,0,4,10
ufc 300: pereira vs. hill,zhang weili vs. yan xiaonan,Round 5,yan xiaonan,0.0,0.4,0.0,0.0,0.0,0.0,2,5,16,20,0,0,1,1,2,5,1,2,0,0,0,0,0,2
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 1,justin gaethje,0.0,0.46,0.0,0.0,0.0,0.0,12,26,12,26,0,0,6,7,12,26,2,4,0,0,0,0,4,15
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 2,justin gaethje,0.0,0.69,0.0,0.0,0.0,0.0,18,26,18,26,0,0,9,9,18,26,3,4,0,0,0,0,6,13
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 3,justin gaethje,0.0,0.52,0.0,0.0,0.0,0.0,20,38,20,38,0,0,6,6,20,38,9,14,0,0,0,0,5,18
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 4,justin gaethje,0.0,0.58,0.0,0.0,0.0,0.0,35,60,35,60,0,0,6,6,35,60,11,16,0,0,0,0,18,38
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 5,justin gaethje,0.0,0.36,0.0,0.0,0.0,0.0,18,49,18,49,0,0,6,8,18,49,1,4,0,0,0,0,11,37
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 1,max holloway,0.0,0.64,0.0,0.0,0.0,0.0,25,39,25,39,0,0,10,11,25,39,5,10,0,0,0,0,10,18
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 2,max holloway,0.0,0.56,0.0,0.0,0.0,0.0,30,53,30,53,0,0,13,16,30,53,13,17,0,0,0,0,4,20
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 3,max holloway,0.0,0.54,0.0,0.0,0.0,0.0,29,53,29,53,0,0,10,11,29,53,13,18,0,0,0,0,6,24
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 4,max holloway,0.0,0.57,0.0,0.0,0.0,0.0,35,61,35,61,0,0,11,13,35,61,9,19,0,0,0,0,15,29
ufc 300: pereira vs. hill,justin gaethje vs. max holloway,Round 5,max holloway,1.0,0.6,0.0,0.0,0.0,0.0,62,103,62,103,0,0,13,18,62,102,22,27,0,1,0,0,27,58
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 1,charles oliveira,0.0,0.81,0.0,1.0,0.0,104.0,9,11,12,14,0,0,3,4,3,4,1,1,2,2,4,5,5,6
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 2,charles oliveira,0.0,0.55,0.0,1.0,0.0,0.0,5,9,14,20,0,0,0,1,2,6,1,2,1,1,2,2,4,6
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 3,charles oliveira,0.0,0.29,0.0,2.0,1.0,48.0,5,17,7,19,0,0,0,1,2,14,3,6,3,3,0,0,2,10
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 1,arman tsarukyan,0.0,0.56,0.0,0.0,1.0,162.0,9,16,19,32,0,0,1,1,3,8,2,3,1,1,5,7,6,12
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 2,arman tsarukyan,0.0,0.61,0.5,0.0,0.0,229.0,22,36,38,54,1,2,0,1,9,18,3,3,1,2,12,16,19,32
ufc 300: pereira vs. hill,charles oliveira vs. arman tsarukyan,Round 3,arman tsarukyan,0.0,0.58,0.5,0.0,0.0,130.0,18,31,18,31,1,2,1,1,11,24,5,5,1,1,6,6,12,25
ufc 300: pereira vs. hill,bo nickal vs. cody brundage,Round 1,bo nickal,0.0,0.71,0.5,0.0,0.0,265.0,5,7,24,28,2,4,0,0,1,3,0,0,0,0,4,4,5,7
ufc 300: pereira vs. hill,bo nickal vs. cody brundage,Round 2,bo nickal,0.0,0.5,0.5,2.0,0.0,180.0,3,6,21,31,1,2,0,0,2,2,2,2,0,0,1,4,1,4
ufc 300: pereira vs. hill,bo nickal vs. cody brundage,Round 1,cody brundage,0.0,0.33,0.0,0.0,0.0,3.0,2,6,16,20,0,0,0,0,1,5,2,2,1,1,0,0,0,4
ufc 300: pereira vs. hill,bo nickal vs. cody brundage,Round 2,cody brundage,0.0,0.33,0.0,0.0,0.0,0.0,2,6,17,21,0,0,0,0,1,5,1,1,1,1,0,0,1,5
ufc 300: pereira vs. hill,jiri prochazka vs. aleksandar rakic,Round 1,jiri prochazka,0.0,0.42,0.0,0.0,0.0,3.0,16,38,16,38,0,0,4,4,15,37,2,5,1,1,0,0,10,29
ufc 300: pereira vs. hill,jiri prochazka vs. aleksandar rakic,Round 2,jiri prochazka,0.0,0.66,1.0,0.0,0.0,35.0,53,80,53,80,1,1,4,4,30,50,3,4,6,6,17,24,46,72
ufc 300: pereira vs. hill,jiri prochazka vs. aleksandar rakic,Round 1,aleksandar rakic,0.0,0.52,0.0,0.0,0.0,0.0,36,69,36,69,0,0,17,23,35,68,0,1,1,1,0,0,19,45
ufc 300: pereira vs. hill,jiri prochazka vs. aleksandar rakic,Round 2,aleksandar rakic,0.0,0.55,0.0,0.0,0.0,0.0,22,40,22,40,0,0,6,7,21,39,1,1,1,1,0,0,15,32
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 1,calvin kattar,0.0,0.26,0.0,0.0,0.0,0.0,6,23,10,27,0,0,0,0,5,20,0,2,1,2,0,1,6,21
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 2,calvin kattar,0.0,0.4,0.0,0.0,0.0,0.0,2,5,4,7,0,0,0,0,2,5,1,1,0,0,0,0,1,4
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 3,calvin kattar,0.0,0.0,0.0,0.0,0.0,5.0,0,1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 1,aljamain sterling,0.0,0.45,0.57,0.0,0.0,111.0,15,33,16,35,4,7,8,9,12,27,3,4,1,1,2,5,4,20
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 2,aljamain sterling,0.0,0.7,0.66,0.0,0.0,250.0,14,20,30,37,2,3,3,3,9,15,7,8,4,4,1,1,4,9
ufc 300: pereira vs. hill,calvin kattar vs. aljamain sterling,Round 3,aljamain sterling,0.0,0.55,0.66,0.0,0.0,282.0,10,18,43,56,2,3,1,2,2,4,5,5,0,0,8,14,4,11
ufc 300: pereira vs. hill,holly holm vs. kayla harrison,Round 1,holly holm,0.0,0.16,0.0,0.0,0.0,15.0,1,6,6,11,0,1,0,0,0,4,0,0,0,0,1,2,1,6
ufc 300: pereira vs. hill,holly holm vs. kayla harrison,Round 2,holly holm,0.0,0.16,0.0,0.0,0.0,0.0,1,6,1,6,0,0,0,0,1,6,1,3,0,0,0,0,0,3
ufc 300: pereira vs. hill,holly holm vs. kayla harrison,Round 1,kayla harrison,0.0,0.74,0.33,0.0,0.0,229.0,46,62,56,73,1,3,1,1,4,10,2,2,1,1,41,51,43,59
ufc 300: pereira vs. hill,holly holm vs. kayla harrison,Round 2,kayla harrison,0.0,0.55,0.5,1.0,0.0,62.0,5,9,12,18,1,2,0,0,2,5,2,2,2,2,1,2,3,7
ufc 300: pereira vs. hill,sodiq yusuff vs. diego lopes,Round 1,sodiq yusuff,0.0,0.4,0.0,0.0,0.0,0.0,2,5,2,5,0,0,1,4,2,5,0,0,0,0,0,0,1,1
ufc 300: pereira vs. hill,sodiq yusuff vs. diego lopes,Round 1,diego lopes,2.0,0.81,0.0,0.0,0.0,34.0,26,32,29,35,0,0,3,3,3,4,2,2,5,7,18,21,21,27
ufc 300: pereira vs. hill,jalin turner vs. renato moicano,Round 1,jalin turner,1.0,0.36,0.0,0.0,0.0,2.0,9,25,9,25,0,0,3,3,9,25,2,4,0,0,0,0,4,18
ufc 300: pereira vs. hill,jalin turner vs. renato moicano,Round 2,jalin turner,0.0,0.46,0.0,0.0,0.0,0.0,7,15,7,15,0,0,0,0,6,14,1,1,1,1,0,0,6,14
ufc 300: pereira vs. hill,jalin turner vs. renato moicano,Round 1,renato moicano,0.0,0.5,0.33,0.0,0.0,172.0,8,16,32,45,1,3,0,1,4,11,2,2,0,0,4,5,6,13
ufc 300: pereira vs. hill,jalin turner vs. renato moicano,Round 2,renato moicano,0.0,0.54,0.33,0.0,0.0,178.0,28,51,55,83,1,3,1,1,7,12,1,3,1,1,20,38,26,47
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 1,jessica andrade,0.0,0.6,0.0,0.0,0.0,164.0,14,23,49,63,0,0,11,14,11,19,1,2,0,0,3,4,2,7
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 2,jessica andrade,0.0,0.48,0.0,0.0,0.0,23.0,42,86,42,86,0,0,13,16,35,75,8,11,7,11,0,0,21,59
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 3,jessica andrade,0.0,0.46,1.0,0.0,0.0,46.0,33,71,33,71,1,1,16,22,33,71,5,5,0,0,0,0,12,44
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 1,marina rodriguez,0.0,0.44,0.0,0.0,0.0,0.0,16,36,27,48,0,0,3,3,16,35,4,5,0,0,0,1,9,28
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 2,marina rodriguez,0.0,0.32,0.0,0.0,0.0,0.0,35,107,35,107,0,0,0,0,33,104,1,3,2,3,0,0,34,104
ufc 300: pereira vs. hill,jessica andrade vs. marina rodriguez,Round 3,marina rodriguez,0.0,0.36,0.0,1.0,0.0,0.0,31,85,32,86,0,0,0,1,28,81,4,9,3,3,0,1,27,75
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 1,bobby green,0.0,0.51,0.0,0.0,0.0,0.0,43,83,43,83,0,0,5,7,43,82,12,19,0,1,0,0,26,57
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 2,bobby green,0.0,0.53,0.0,0.0,0.0,0.0,61,115,61,115,0,0,3,8,60,114,13,19,1,1,0,0,45,88
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 3,bobby green,1.0,0.67,1.0,0.0,0.0,54.0,82,121,83,122,1,1,2,3,64,99,15,18,6,6,12,16,65,100
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 1,jim miller,0.0,0.36,0.0,0.0,0.0,0.0,17,46,17,46,0,0,6,7,17,46,2,4,0,0,0,0,9,35
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 2,jim miller,0.0,0.37,0.0,0.0,0.0,0.0,20,53,20,53,0,0,8,10,20,53,3,6,0,0,0,0,9,37
ufc 300: pereira vs. hill,bobby green vs. jim miller,Round 3,jim miller,0.0,0.44,0.0,0.0,0.0,1.0,20,45,21,46,0,0,4,6,18,42,5,8,2,3,0,0,11,31
ufc 300: pereira vs. hill,deiveson figueiredo vs. cody garbrandt,Round 1,deiveson figueiredo,0.0,0.6,0.0,0.0,0.0,4.0,9,15,9,15,0,3,2,2,7,12,2,3,2,3,0,0,5,10
ufc 300: pereira vs. hill,deiveson figueiredo vs. cody garbrandt,Round 2,deiveson figueiredo,0.0,1.0,0.5,2.0,0.0,219.0,4,4,12,12,1,2,0,0,1,1,0,0,0,0,3,3,4,4
ufc 300: pereira vs. hill,deiveson figueiredo vs. cody garbrandt,Round 1,cody garbrandt,0.0,0.53,0.0,0.0,0.0,2.0,14,26,15,27,0,0,10,11,14,26,0,0,0,0,0,0,4,15
ufc 300: pereira vs. hill,deiveson figueiredo vs. cody garbrandt,Round 2,cody garbrandt,0.0,0.4,0.0,0.0,0.0,0.0,2,5,3,6,0,0,0,0,2,5,0,1,0,0,0,0,2,4
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 1,brendan allen,0.0,0.55,1.0,0.0,0.0,77.0,22,40,24,42,1,1,3,4,22,40,7,10,0,0,0,0,12,26
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 2,brendan allen,0.0,0.43,0.0,0.0,0.0,7.0,29,66,29,66,0,1,3,3,28,64,6,8,1,2,0,0,20,55
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 3,brendan allen,0.0,0.54,1.0,0.0,0.0,123.0,23,42,31,52,1,1,5,5,22,40,4,6,1,2,0,0,14,31
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 4,brendan allen,0.0,0.64,0.66,0.0,0.0,84.0,25,39,28,44,2,3,3,3,25,39,6,6,0,0,0,0,16,30
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 5,brendan allen,0.0,0.37,0.28,0.0,0.0,74.0,13,35,16,38,2,7,1,1,11,31,2,4,2,4,0,0,10,30
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 1,chris curtis,0.0,0.31,0.0,0.0,0.0,5.0,13,41,16,44,0,0,0,0,13,41,5,7,0,0,0,0,8,34
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 2,chris curtis,0.0,0.57,0.0,0.0,0.0,0.0,46,80,46,80,0,0,2,2,46,80,8,11,0,0,0,0,36,67
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 3,chris curtis,0.0,0.51,0.0,0.0,0.0,0.0,23,45,23,45,0,0,0,0,22,43,5,7,1,2,0,0,18,38
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 4,chris curtis,0.0,0.47,0.0,0.0,1.0,5.0,21,44,21,44,0,0,1,1,21,44,3,4,0,0,0,0,17,39
ufc fight night: allen vs. curtis 2,brendan allen vs. chris curtis,Round 5,chris curtis,0.0,0.67,0.0,0.0,1.0,68.0,21,31,35,48,0,0,0,0,20,29,4,4,1,2,0,0,17,27
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 1,alexander hernandez,0.0,0.29,0.0,0.0,0.0,3.0,8,27,10,31,0,0,3,3,8,26,1,1,0,1,0,0,4,23
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 2,alexander hernandez,0.0,0.38,0.0,0.0,0.0,0.0,19,49,19,49,0,0,3,4,19,49,5,10,0,0,0,0,11,35
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 3,alexander hernandez,1.0,0.45,0.0,0.0,0.0,139.0,5,11,27,39,0,0,0,0,2,5,0,0,0,2,3,4,5,11
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 1,damon jackson,0.0,0.47,0.25,0.0,0.0,155.0,10,21,36,49,1,4,5,5,8,19,2,3,2,2,0,0,3,13
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 2,damon jackson,0.0,0.44,1.0,0.0,0.0,82.0,23,52,33,65,1,1,6,7,20,47,4,5,3,5,0,0,13,40
ufc fight night: allen vs. curtis 2,alexander hernandez vs. damon jackson,Round 3,damon jackson,0.0,0.75,0.5,0.0,0.0,141.0,9,12,16,21,1,2,1,1,2,2,4,4,6,9,1,1,4,7
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 1,morgan charriere,0.0,0.41,0.0,1.0,1.0,57.0,10,24,19,37,0,1,0,0,7,19,3,4,3,5,0,0,7,20
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 2,morgan charriere,0.0,0.54,0.33,0.0,0.0,24.0,33,61,35,63,1,3,2,2,32,60,11,11,1,1,0,0,20,48
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 3,morgan charriere,0.0,0.31,1.0,0.0,0.0,141.0,6,19,21,39,1,1,1,2,6,19,2,2,0,0,0,0,3,15
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 1,chepe mariscal,0.0,0.55,0.16,0.0,0.0,150.0,16,29,25,44,1,6,9,10,7,16,2,5,9,13,0,0,5,14
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 2,chepe mariscal,0.0,0.47,0.0,0.0,0.0,1.0,32,67,32,67,0,2,8,11,29,63,5,10,3,3,0,1,19,46
ufc fight night: allen vs. curtis 2,morgan charriere vs. chepe mariscal,Round 3,chepe mariscal,0.0,0.56,0.0,0.0,1.0,67.0,23,41,64,88,0,0,2,3,14,31,3,4,0,1,9,9,18,34
ufc fight night: allen vs. curtis 2,ignacio bahamondes vs. christos giagos,Round 1,ignacio bahamondes,1.0,0.58,0.0,0.0,0.0,15.0,40,68,40,69,0,0,6,6,33,56,8,9,7,12,0,0,26,53
ufc fight night: allen vs. curtis 2,ignacio bahamondes vs. christos giagos,Round 1,christos giagos,0.0,0.37,0.0,0.0,0.0,10.0,17,45,18,46,0,1,7,7,16,44,3,7,1,1,0,0,7,31
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 1,trevor peek,0.0,0.46,0.5,0.0,0.0,65.0,19,41,19,43,1,2,7,7,17,38,2,6,1,1,1,2,10,28
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 2,trevor peek,0.0,0.53,1.0,0.0,0.0,76.0,24,45,33,58,1,1,2,2,14,33,4,5,8,9,2,3,18,38
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 3,trevor peek,0.0,0.36,0.0,0.0,0.0,54.0,4,11,10,17,0,0,0,0,3,10,0,0,1,1,0,0,4,11
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 1,charlie campbell,0.0,0.54,1.0,0.0,0.0,11.0,27,50,43,66,1,1,11,16,22,44,9,13,5,6,0,0,7,21
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 2,charlie campbell,0.0,0.61,0.2,0.0,0.0,109.0,24,39,35,53,1,5,4,4,16,29,9,15,8,10,0,0,11,20
ufc fight night: allen vs. curtis 2,trevor peek vs. charlie campbell,Round 3,charlie campbell,0.0,0.27,0.5,0.0,1.0,221.0,3,11,22,34,2,4,1,1,2,7,0,1,0,2,1,2,2,9
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 1,court mcgee,0.0,0.42,0.0,0.0,0.0,0.0,22,52,22,52,0,0,6,11,22,52,13,25,0,0,0,0,3,16
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 2,court mcgee,0.0,0.48,0.0,0.0,0.0,192.0,20,41,36,61,0,2,5,8,12,30,8,12,0,1,8,10,7,21
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 3,court mcgee,0.0,0.26,0.25,0.0,0.0,8.0,18,67,20,71,1,4,6,13,18,66,8,18,0,0,0,1,4,36
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 1,alex morono,0.0,0.24,0.0,0.0,0.0,0.0,12,50,12,50,0,0,2,2,12,50,2,6,0,0,0,0,8,42
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 2,alex morono,0.0,0.32,0.0,1.0,0.0,0.0,9,28,12,34,0,0,0,0,9,28,3,3,0,0,0,0,6,25
ufc fight night: allen vs. curtis 2,court mcgee vs. alex morono,Round 3,alex morono,0.0,0.26,0.0,0.0,0.0,0.0,17,63,18,65,0,0,1,3,17,61,4,9,0,2,0,0,12,51
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 1,valter walker,0.0,0.66,1.0,0.0,0.0,196.0,12,18,21,33,2,2,3,3,4,10,0,1,1,1,7,7,9,14
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 2,valter walker,0.0,0.45,1.0,0.0,0.0,58.0,16,35,17,36,1,1,4,4,15,31,3,4,1,4,0,0,9,27
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 3,valter walker,0.0,0.35,0.5,0.0,1.0,185.0,5,14,18,32,1,2,1,2,4,12,3,3,0,0,1,2,1,9
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 1,lukasz brzeski,0.0,0.59,0.0,0.0,0.0,0.0,16,27,52,67,0,0,8,8,16,26,4,4,0,1,0,0,4,15
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 2,lukasz brzeski,0.0,0.57,0.0,0.0,0.0,11.0,32,56,39,71,0,0,5,5,30,52,8,9,2,4,0,0,19,42
ufc fight night: allen vs. curtis 2,valter walker vs. lukasz brzeski,Round 3,lukasz brzeski,0.0,0.52,0.0,0.0,1.0,32.0,10,19,44,62,0,0,2,2,9,18,4,4,1,1,0,0,4,13
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 1,norma dumont,0.0,0.0,1.0,0.0,0.0,229.0,0,5,15,22,2,2,0,1,0,4,0,1,0,0,0,1,0,3
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 2,norma dumont,0.0,0.44,0.33,0.0,0.0,104.0,8,18,28,41,1,3,0,0,1,10,5,6,5,6,2,2,3,12
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 3,norma dumont,0.0,0.5,1.0,0.0,0.0,271.0,3,6,6,13,3,3,0,0,3,6,0,0,0,0,0,0,3,6
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 1,germaine de randamie,0.0,0.75,0.0,0.0,0.0,9.0,3,4,23,26,0,0,2,3,3,4,1,1,0,0,0,0,0,0
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 2,germaine de randamie,0.0,0.45,0.0,0.0,0.0,132.0,9,20,32,48,0,0,0,0,1,11,5,6,8,9,0,0,4,14
ufc fight night: allen vs. curtis 2,norma dumont vs. germaine de randamie,Round 3,germaine de randamie,0.0,0.44,0.0,0.0,0.0,0.0,4,9,36,52,0,0,0,1,4,9,1,1,0,0,0,0,3,7
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 1,pedro falcao,0.0,0.61,0.25,0.0,0.0,205.0,11,18,21,32,1,4,3,3,9,15,3,6,2,3,0,0,5,9
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 2,pedro falcao,0.0,0.38,0.0,0.0,0.0,110.0,14,36,16,38,0,5,4,6,14,36,0,1,0,0,0,0,10,29
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 3,pedro falcao,0.0,0.32,0.0,0.0,0.0,115.0,17,52,21,58,0,4,2,2,13,45,3,5,4,7,0,0,12,45
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 1,victor hugo,0.0,0.46,0.0,0.0,0.0,0.0,12,26,21,35,0,0,5,5,10,24,3,4,2,2,0,0,4,17
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 2,victor hugo,0.0,0.53,0.0,0.0,0.0,24.0,24,45,27,54,0,0,6,6,20,40,5,11,4,5,0,0,13,28
ufc fight night: allen vs. curtis 2,pedro falcao vs. victor hugo,Round 3,victor hugo,1.0,0.6,0.0,0.0,0.0,25.0,32,53,36,59,0,0,5,6,27,48,13,15,5,5,0,0,14,32
ufc fight night: allen vs. curtis 2,dan argueta vs. jean matsumoto,Round 1,dan argueta,0.0,0.37,0.5,0.0,0.0,165.0,6,16,26,41,4,8,0,0,2,10,0,0,0,2,4,4,6,16
ufc fight night: allen vs. curtis 2,dan argueta vs. jean matsumoto,Round 2,dan argueta,0.0,0.34,0.45,0.0,0.0,196.0,8,23,13,28,5,11,0,1,8,21,1,1,0,1,0,1,7,21
ufc fight night: allen vs. curtis 2,dan argueta vs. jean matsumoto,Round 1,jean matsumoto,0.0,0.5,0.5,0.0,0.0,57.0,6,12,8,15,1,2,5,5,2,6,0,1,4,6,0,0,1,6
ufc fight night: allen vs. curtis 2,dan argueta vs. jean matsumoto,Round 2,jean matsumoto,0.0,0.56,0.5,1.0,0.0,37.0,13,23,21,32,1,2,3,3,11,20,1,2,1,2,1,1,9,18
ufc fight night: allen vs. curtis 2,dylan budka vs. cesar almeida,Round 1,dylan budka,0.0,0.5,0.5,0.0,0.0,272.0,1,2,6,8,2,4,0,0,1,2,1,1,0,0,0,0,0,1
ufc fight night: allen vs. curtis 2,dylan budka vs. cesar almeida,Round 2,dylan budka,0.0,0.0,0.5,0.0,0.0,81.0,0,3,0,3,1,2,0,0,0,3,0,0,0,0,0,0,0,3
ufc fight night: allen vs. curtis 2,dylan budka vs. cesar almeida,Round 1,cesar almeida,0.0,0.5,0.0,0.0,0.0,0.0,1,2,43,46,0,0,1,1,1,2,0,0,0,0,0,0,0,1
ufc fight night: allen vs. curtis 2,dylan budka vs. cesar almeida,Round 2,cesar almeida,0.0,0.77,0.0,0.0,0.0,12.0,28,36,44,55,0,0,0,0,6,9,7,8,19,21,3,6,21,28
ufc fight night: allen vs. curtis 2,melissa mullins vs. nora cornolle,Round 1,melissa mullins,0.0,0.41,0.33,0.0,0.0,202.0,7,17,8,20,1,3,0,0,5,15,1,1,2,2,0,0,6,16
ufc fight night: allen vs. curtis 2,melissa mullins vs. nora cornolle,Round 2,melissa mullins,0.0,0.57,0.0,0.0,0.0,118.0,4,7,5,8,0,1,0,0,4,6,1,2,0,1,0,0,3,5
