EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc fight night: hermansson vs. pyfer,daniel marcos vs. aoriqileng,Round 1,daniel marcos,0.0,0.57,0.0,0.0,0.0,0.0,63,36,65,38,0,0,13,10,60,33,9,6,3,3,0,0,41,20
ufc fight night: hermansson vs. pyfer,daniel marcos vs. aoriqileng,Round 2,daniel marcos,0.0,0.71,0.0,0.0,0.0,28.0,63,45,64,46,0,0,10,9,53,36,10,6,3,2,7,7,43,30
ufc fight night: hermansson vs. pyfer,daniel marcos vs. aoriqileng,Round 1,aoriqileng,0.0,0.4,0.0,0.0,0.0,16.0,54,22,55,22,0,0,7,4,54,22,6,5,0,0,0,0,41,13
ufc fight night: hermansson vs. pyfer,daniel marcos vs. aoriqileng,Round 2,aoriqileng,0.0,0.56,0.0,0.0,0.0,22.0,41,23,41,23,0,0,5,5,39,21,6,5,2,2,0,0,30,13
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 1,roman dolidze,0.0,0.24,0.0,0.0,0.0,88.0,33,8,35,8,1,0,10,4,32,7,3,3,1,1,0,0,20,1
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 2,roman dolidze,0.0,0.16,0.0,0.0,0.0,163.0,30,5,50,17,0,0,4,1,29,4,0,0,1,1,0,0,26,4
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 3,roman dolidze,0.0,0.27,0.0,0.0,0.0,137.0,29,8,38,15,0,0,5,3,25,8,2,1,4,0,0,0,22,4
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 4,roman dolidze,0.0,0.19,0.0,0.0,1.0,153.0,31,6,37,11,0,0,1,1,30,6,3,2,1,0,0,0,27,3
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 5,roman dolidze,0.0,0.24,0.0,0.0,0.0,70.0,29,7,30,8,3,0,6,3,29,7,5,2,0,0,0,0,18,2
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 1,nassourdine imavov,1.0,0.68,0.0,1.0,0.0,70.0,75,51,109,69,0,0,8,7,31,18,13,9,6,5,38,28,54,35
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 2,nassourdine imavov,0.0,0.4,0.0,0.0,0.0,10.0,22,9,28,14,0,0,2,2,22,9,4,3,0,0,0,0,16,4
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 3,nassourdine imavov,0.0,0.6,0.0,0.0,0.0,31.0,33,20,39,26,0,0,5,4,29,16,10,7,4,4,0,0,18,9
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 4,nassourdine imavov,0.0,0.53,0.0,0.0,0.0,27.0,26,14,34,22,0,0,3,3,23,12,4,1,1,1,2,1,19,10
ufc fight night: dolidze vs. imavov,roman dolidze vs. nassourdine imavov,Round 5,nassourdine imavov,0.0,0.54,0.0,0.0,0.0,94.0,33,18,38,23,0,0,1,1,24,12,7,4,5,3,4,3,25,13
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 1,renato moicano,0.0,0.5,0.5,0.0,0.0,228.0,12,6,54,43,2,1,1,1,10,4,0,0,0,0,2,2,11,5
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 2,renato moicano,0.0,0.4,0.66,0.0,0.0,199.0,5,2,42,34,3,2,0,0,2,0,1,1,2,1,1,1,4,1
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 3,renato moicano,0.0,0.6,0.0,0.0,0.0,206.0,25,15,81,65,1,0,0,0,15,6,1,1,0,0,10,9,24,14
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 1,drew dober,0.0,0.3,0.0,0.0,0.0,1.0,20,6,21,7,0,0,0,0,20,6,3,1,0,0,0,0,17,5
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 2,drew dober,0.0,0.46,1.0,0.0,0.0,61.0,13,6,25,17,1,1,0,0,6,2,1,1,1,1,6,3,12,5
ufc fight night: dolidze vs. imavov,renato moicano vs. drew dober,Round 3,drew dober,0.0,0.42,0.0,0.0,0.0,0.0,26,11,27,12,1,0,2,2,26,11,3,2,0,0,0,0,21,7
ufc fight night: dolidze vs. imavov,randy brown vs. muslim salikhov,Round 1,randy brown,1.0,0.28,0.0,0.0,0.0,3.0,46,13,46,13,0,0,8,6,45,12,5,1,0,0,1,1,33,6
ufc fight night: dolidze vs. imavov,randy brown vs. muslim salikhov,Round 1,muslim salikhov,0.0,0.45,0.0,0.0,0.0,0.0,22,10,22,10,0,0,11,9,22,10,2,1,0,0,0,0,9,0
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 1,viviane araujo,0.0,0.53,0.25,0.0,0.0,211.0,15,8,43,36,4,1,2,2,14,7,0,0,1,1,0,0,13,6
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 2,viviane araujo,0.0,0.42,0.0,0.0,0.0,85.0,21,9,35,18,3,0,2,2,21,9,1,1,0,0,0,0,18,6
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 3,viviane araujo,0.0,0.29,0.0,0.0,0.0,65.0,31,9,32,9,2,0,2,1,31,9,2,0,0,0,0,0,27,8
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 1,natalia silva,0.0,0.25,0.0,0.0,0.0,0.0,32,8,40,16,1,0,1,1,32,8,5,2,0,0,0,0,26,5
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 2,natalia silva,0.0,0.31,0.0,0.0,0.0,0.0,38,12,48,22,0,0,3,1,38,12,2,1,0,0,0,0,33,10
ufc fight night: dolidze vs. imavov,viviane araujo vs. natalia silva,Round 3,natalia silva,0.0,0.31,0.0,0.0,0.0,0.0,58,18,69,27,0,0,5,4,58,18,9,5,0,0,0,0,44,9
ufc fight night: dolidze vs. imavov,aliaskhab khizriev vs. makhmud muradov,Round 1,aliaskhab khizriev,0.0,0.5,0.0,0.0,0.0,0.0,2,1,2,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0
ufc fight night: dolidze vs. imavov,aliaskhab khizriev vs. makhmud muradov,Round 1,makhmud muradov,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
ufc fight night: dolidze vs. imavov,gilbert urbina vs. charles radtke,Round 1,gilbert urbina,0.0,0.42,0.0,0.0,0.0,5.0,38,16,38,16,1,0,11,6,38,16,10,6,0,0,0,0,17,4
ufc fight night: dolidze vs. imavov,gilbert urbina vs. charles radtke,Round 1,charles radtke,2.0,0.63,0.0,0.0,0.0,8.0,47,30,51,33,0,0,7,7,43,27,0,0,0,0,4,3,40,23
ufc fight night: dolidze vs. imavov,molly mccann vs. diana belbita,Round 1,molly mccann,0.0,0.46,1.0,1.0,0.0,68.0,91,42,92,43,2,2,1,1,76,34,19,14,4,2,11,6,71,27
ufc fight night: dolidze vs. imavov,molly mccann vs. diana belbita,Round 1,diana belbita,0.0,0.37,0.0,0.0,0.0,0.0,77,29,77,29,0,0,8,7,72,24,23,13,5,5,0,0,46,9
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 1,azat maksum,1.0,0.3,0.33,1.0,0.0,82.0,50,15,52,17,3,1,2,2,49,15,3,2,1,0,0,0,45,11
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 2,azat maksum,0.0,0.17,0.0,0.0,1.0,27.0,51,9,51,9,1,0,3,2,50,8,5,2,1,1,0,0,43,5
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 3,azat maksum,0.0,0.22,0.33,0.0,0.0,40.0,62,14,63,14,3,1,5,3,61,13,3,2,1,1,0,0,54,9
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 1,charles johnson,0.0,0.42,0.0,0.0,0.0,8.0,33,14,35,15,3,0,9,5,31,12,9,6,2,2,0,0,15,3
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 2,charles johnson,0.0,0.53,0.5,1.0,0.0,28.0,43,23,45,24,2,1,15,10,39,20,6,3,4,3,0,0,22,10
ufc fight night: dolidze vs. imavov,azat maksum vs. charles johnson,Round 3,charles johnson,0.0,0.6,1.0,2.0,0.0,11.0,64,39,69,42,1,1,13,12,57,34,12,11,3,2,4,3,39,16
ufc fight night: dolidze vs. imavov,themba gorimbo vs. pete rodriguez,Round 1,themba gorimbo,1.0,0.66,0.0,0.0,0.0,5.0,18,12,18,12,1,0,1,1,6,3,1,1,2,2,10,7,16,10
ufc fight night: dolidze vs. imavov,themba gorimbo vs. pete rodriguez,Round 1,pete rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,0,0,0,1,0,5,0,1,0,0,0,0,0,3,0
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 1,jeongyeong lee,0.0,0.65,0.0,0.0,0.0,0.0,29,19,45,31,0,0,1,1,22,12,10,7,7,7,0,0,18,11
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 2,jeongyeong lee,0.0,0.62,1.0,0.0,0.0,86.0,32,20,51,32,1,1,1,1,10,5,5,5,3,3,19,12,26,14
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 3,jeongyeong lee,0.0,0.47,0.5,0.0,0.0,183.0,21,10,25,12,2,1,0,0,8,4,3,2,1,1,12,5,18,8
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 1,blake bilder,0.0,0.32,0.0,0.0,0.0,143.0,25,8,27,9,1,0,13,8,21,4,2,0,4,4,0,0,10,0
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 2,blake bilder,0.0,0.27,0.0,0.0,0.0,115.0,22,6,35,15,1,0,7,5,17,3,1,0,5,3,0,0,14,1
ufc fight night: dolidze vs. imavov,jeongyeong lee vs. blake bilder,Round 3,blake bilder,0.0,0.71,0.0,0.0,0.0,60.0,7,5,15,12,1,0,2,1,2,1,2,2,4,3,1,1,3,2
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 1,luana carolina,0.0,0.37,0.0,0.0,0.0,64.0,32,12,61,35,1,0,5,3,27,7,7,3,4,4,1,1,20,6
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 2,luana carolina,0.0,0.45,0.0,0.0,0.0,58.0,55,25,80,43,0,0,8,6,36,14,9,6,6,4,13,7,38,13
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 3,luana carolina,0.0,0.59,1.0,0.0,0.0,205.0,49,29,89,60,2,2,1,1,12,7,10,6,10,5,27,17,38,22
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 1,julija stoliarenko,0.0,0.24,0.5,0.0,0.0,106.0,25,6,26,6,2,1,5,3,22,5,3,1,3,1,0,0,17,2
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 2,julija stoliarenko,0.0,0.35,0.0,0.0,0.0,72.0,28,10,35,14,1,0,3,0,23,6,6,5,5,4,0,0,19,5
ufc fight night: dolidze vs. imavov,luana carolina vs. julija stoliarenko,Round 3,julija stoliarenko,0.0,0.0,0.0,3.0,0.0,49.0,6,0,7,1,2,0,1,0,6,0,1,0,0,0,0,0,4,0
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 1,landon quinones,0.0,0.4,0.33,0.0,0.0,77.0,47,19,62,31,3,1,5,3,43,18,10,5,4,1,0,0,32,11
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 2,landon quinones,0.0,0.37,0.0,0.0,0.0,5.0,48,18,53,22,0,0,2,0,48,18,8,2,0,0,0,0,38,16
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 3,landon quinones,0.0,0.33,0.0,0.0,0.0,42.0,54,18,61,25,0,0,1,0,54,18,8,4,0,0,0,0,45,14
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 1,marquel mederos,0.0,0.33,0.0,0.0,0.0,67.0,36,12,42,15,0,0,3,2,35,11,4,3,1,1,0,0,29,7
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 2,marquel mederos,0.0,0.38,0.0,0.0,0.0,78.0,55,21,61,26,0,0,7,6,54,20,11,6,1,1,0,0,37,9
ufc fight night: dolidze vs. imavov,landon quinones vs. marquel mederos,Round 3,marquel mederos,0.0,0.49,0.0,0.0,0.0,108.0,55,27,62,33,5,0,7,6,52,24,11,9,3,3,0,0,37,12
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 1,thomas petersen,0.0,0.52,0.5,0.0,0.0,101.0,17,9,57,46,2,1,0,0,17,9,4,4,0,0,0,0,13,5
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 2,thomas petersen,0.0,0.68,0.0,0.0,0.0,66.0,32,22,56,40,2,0,0,0,29,19,9,7,3,3,0,0,23,15
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 3,thomas petersen,0.0,0.72,0.0,0.0,0.0,0.0,37,27,40,30,2,0,2,2,35,26,21,19,2,1,0,0,14,6
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 1,jamal pogues,0.0,0.55,0.0,0.0,0.0,0.0,43,24,43,24,0,0,3,3,42,23,10,5,1,1,0,0,30,16
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 2,jamal pogues,0.0,0.62,0.0,0.0,0.0,0.0,35,22,35,22,0,0,1,1,26,14,7,6,9,8,0,0,27,15
ufc fight night: dolidze vs. imavov,thomas petersen vs. jamal pogues,Round 3,jamal pogues,0.0,0.41,0.0,0.0,0.0,4.0,46,19,47,20,0,0,3,3,43,19,6,4,3,0,0,0,37,12
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 1,sean strickland,0.0,0.45,0.0,0.0,0.0,0.0,75,34,80,39,0,0,4,4,75,34,4,2,0,0,0,0,67,28
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 2,sean strickland,0.0,0.35,0.0,0.0,0.0,0.0,62,22,66,26,0,0,1,1,62,22,2,1,0,0,0,0,59,20
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 3,sean strickland,0.0,0.35,0.0,0.0,0.0,0.0,87,31,87,31,0,0,0,0,87,31,3,2,0,0,0,0,84,29
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 4,sean strickland,0.0,0.38,0.0,0.0,0.0,0.0,85,33,87,34,0,0,0,0,85,33,1,1,0,0,0,0,84,32
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 5,sean strickland,0.0,0.53,0.0,0.0,0.0,0.0,99,53,99,53,0,0,1,1,99,53,5,4,0,0,0,0,93,48
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 1,dricus du plessis,0.0,0.35,0.66,0.0,0.0,28.0,51,18,52,19,3,2,10,7,51,18,3,3,0,0,0,0,38,8
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 2,dricus du plessis,0.0,0.43,1.0,0.0,0.0,22.0,60,26,60,26,1,1,9,6,59,25,9,9,1,1,0,0,42,11
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 3,dricus du plessis,0.0,0.34,0.0,0.0,0.0,0.0,84,29,85,29,0,0,8,6,83,28,12,10,1,1,0,0,64,13
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 4,dricus du plessis,0.0,0.39,0.6,0.0,0.0,78.0,73,29,75,31,5,3,5,3,69,28,6,4,3,1,1,0,62,22
ufc 297: strickland vs. du plessis,sean strickland vs. dricus du plessis,Round 5,dricus du plessis,0.0,0.4,0.0,0.0,0.0,0.0,86,35,86,35,2,0,2,2,86,35,7,6,0,0,0,0,77,27
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 1,raquel pennington,0.0,0.5,0.0,0.0,0.0,16.0,22,11,39,26,2,0,0,0,19,9,4,4,3,2,0,0,18,7
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 2,raquel pennington,0.0,0.63,0.0,0.0,1.0,64.0,52,33,66,47,0,0,0,0,40,23,5,4,12,10,0,0,47,29
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 3,raquel pennington,0.0,0.62,1.0,0.0,0.0,152.0,43,27,68,52,1,1,2,2,23,9,13,12,16,14,4,4,28,13
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 4,raquel pennington,0.0,0.76,0.0,0.0,1.0,197.0,38,29,86,75,0,0,0,0,11,5,7,7,5,5,22,19,31,22
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 5,raquel pennington,0.0,0.73,0.0,2.0,0.0,259.0,46,34,83,65,0,0,9,9,17,8,5,5,7,7,22,19,32,20
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 1,mayra bueno silva,0.0,0.81,1.0,0.0,0.0,200.0,22,18,31,27,2,2,4,3,11,7,5,4,10,10,1,1,13,11
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 2,mayra bueno silva,0.0,0.66,0.0,1.0,0.0,166.0,30,20,41,29,1,0,5,3,16,7,11,10,13,12,1,1,14,7
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 3,mayra bueno silva,0.0,0.85,0.0,1.0,0.0,95.0,20,17,23,20,2,0,2,2,6,4,10,9,14,13,0,0,8,6
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 4,mayra bueno silva,0.0,0.87,0.5,1.0,0.0,71.0,8,7,10,8,2,1,1,1,5,4,4,3,3,3,0,0,3,3
ufc 297: strickland vs. du plessis,raquel pennington vs. mayra bueno silva,Round 5,mayra bueno silva,0.0,0.87,0.0,0.0,0.0,6.0,8,7,13,12,2,0,2,2,7,6,0,0,0,0,1,1,6,5
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 1,neil magny,0.0,0.2,0.0,0.0,0.0,3.0,25,5,32,12,0,0,3,1,24,5,0,0,1,0,0,0,22,4
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 2,neil magny,0.0,0.4,0.0,0.0,0.0,0.0,15,6,29,18,1,0,1,1,14,6,1,1,1,0,0,0,13,4
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 3,neil magny,0.0,0.74,1.0,0.0,0.0,104.0,62,46,98,80,1,1,0,0,6,2,2,2,0,0,56,44,60,44
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 1,mike malott,0.0,0.64,0.0,0.0,0.0,18.0,31,20,31,20,0,0,17,17,31,20,1,1,0,0,0,0,13,2
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 2,mike malott,0.0,0.7,1.0,0.0,0.0,188.0,30,21,79,67,2,2,5,4,17,9,3,3,0,0,13,12,22,14
ufc 297: strickland vs. du plessis,neil magny vs. mike malott,Round 3,mike malott,0.0,0.66,0.5,0.0,0.0,156.0,6,4,18,13,4,2,1,1,1,1,0,0,0,0,5,3,5,3
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 1,chris curtis,0.0,0.47,0.0,0.0,0.0,0.0,48,23,48,23,0,0,3,3,48,23,9,5,0,0,0,0,36,15
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 2,chris curtis,0.0,0.51,0.0,0.0,0.0,0.0,99,51,99,51,0,0,1,1,95,47,13,10,4,4,0,0,85,40
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 3,chris curtis,0.0,0.59,0.0,0.0,0.0,0.0,111,66,115,70,0,0,0,0,87,46,22,20,24,20,0,0,89,46
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 1,marc-andre barriault,0.0,0.39,0.0,0.0,0.0,0.0,46,18,46,18,0,0,6,6,46,18,5,4,0,0,0,0,35,8
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 2,marc-andre barriault,0.0,0.52,0.0,0.0,0.0,0.0,85,45,85,45,0,0,3,3,84,45,18,14,1,0,0,0,64,28
ufc 297: strickland vs. du plessis,chris curtis vs. marc-andre barriault,Round 3,marc-andre barriault,0.0,0.52,0.0,0.0,0.0,0.0,112,59,114,61,0,0,3,3,88,42,19,15,24,17,0,0,90,41
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 1,arnold allen,0.0,0.3,0.0,0.0,0.0,0.0,40,12,41,13,0,0,0,0,40,12,4,3,0,0,0,0,36,9
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 2,arnold allen,0.0,0.42,0.0,0.0,0.0,0.0,42,18,42,18,0,0,0,0,36,13,7,5,6,5,0,0,35,13
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 3,arnold allen,0.0,0.5,0.0,1.0,0.0,3.0,58,29,60,30,0,0,1,1,48,21,13,9,6,4,4,4,44,19
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 1,movsar evloev,0.0,0.46,0.22,0.0,0.0,91.0,28,13,38,22,9,2,0,0,27,12,4,4,1,1,0,0,24,9
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 2,movsar evloev,0.0,0.44,1.0,0.0,0.0,59.0,47,21,52,25,2,2,2,2,44,18,5,4,2,2,1,1,40,15
ufc 297: strickland vs. du plessis,arnold allen vs. movsar evloev,Round 3,movsar evloev,0.0,0.39,0.16,0.0,0.0,61.0,43,17,51,25,6,1,2,2,39,15,4,4,4,2,0,0,37,11
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 1,brad katona,0.0,0.41,0.5,0.0,0.0,74.0,48,20,52,23,2,1,5,5,39,14,2,1,9,6,0,0,41,14
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 2,brad katona,0.0,0.37,0.25,0.0,0.0,27.0,66,25,71,27,4,1,2,1,58,20,4,4,8,5,0,0,60,20
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 3,brad katona,0.0,0.46,0.66,0.0,0.0,174.0,41,19,49,26,3,2,1,1,29,12,3,3,11,6,1,1,37,15
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 1,garrett armfield,0.0,0.6,0.0,0.0,0.0,0.0,51,31,51,31,0,0,7,7,51,31,11,8,0,0,0,0,33,16
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 2,garrett armfield,0.0,0.62,0.0,0.0,0.0,0.0,66,41,66,41,0,0,3,3,66,41,13,10,0,0,0,0,50,28
ufc 297: strickland vs. du plessis,brad katona vs. garrett armfield,Round 3,garrett armfield,0.0,0.64,0.0,0.0,0.0,0.0,51,33,76,58,1,0,0,0,45,27,3,3,6,6,0,0,48,30
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 1,charles jourdain,0.0,0.35,0.0,0.0,0.0,5.0,51,18,53,20,1,0,14,12,51,18,2,1,0,0,0,0,35,5
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 2,charles jourdain,0.0,0.47,0.0,0.0,0.0,68.0,46,22,51,27,2,0,6,5,42,18,11,9,4,4,0,0,29,8
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 3,charles jourdain,0.0,0.33,0.0,1.0,0.0,45.0,59,20,71,31,1,0,6,4,54,16,19,10,5,4,0,0,34,6
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 1,sean woodson,0.0,0.43,0.0,0.0,0.0,0.0,72,31,80,39,0,0,6,6,68,28,6,6,4,3,0,0,60,19
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 2,sean woodson,0.0,0.54,0.0,0.0,0.0,0.0,51,28,67,41,1,0,5,4,46,23,2,1,5,5,0,0,44,23
ufc 297: strickland vs. du plessis,charles jourdain vs. sean woodson,Round 3,sean woodson,0.0,0.46,0.5,0.0,0.0,39.0,45,21,46,22,2,1,1,1,42,19,5,3,0,0,3,2,39,17
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 1,serhiy sidey,0.0,0.33,0.0,0.0,0.0,6.0,51,17,52,17,1,0,5,5,51,17,10,5,0,0,0,0,36,7
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 2,serhiy sidey,0.0,0.36,0.0,0.0,0.0,18.0,108,39,110,41,3,0,1,1,100,33,13,8,8,6,0,0,94,30
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 3,serhiy sidey,0.0,0.34,0.0,0.0,0.0,0.0,67,23,67,23,0,0,3,2,67,23,13,7,0,0,0,0,51,14
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 1,ramon taveras,0.0,0.48,0.0,0.0,0.0,0.0,45,22,46,22,0,0,6,6,44,21,6,5,1,1,0,0,33,11
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 2,ramon taveras,1.0,0.41,0.0,0.0,0.0,6.0,58,24,58,24,0,0,0,0,56,23,1,1,0,0,2,1,57,23
ufc 297: strickland vs. du plessis,serhiy sidey vs. ramon taveras,Round 3,ramon taveras,0.0,0.36,0.0,0.0,0.0,0.0,44,16,44,16,0,0,0,0,44,16,3,2,0,0,0,0,41,14
ufc 297: strickland vs. du plessis,gillian robertson vs. polyana viana,Round 1,gillian robertson,0.0,0.61,1.0,1.0,0.0,232.0,13,8,23,16,1,1,1,1,5,2,0,0,0,0,8,6,12,7
ufc 297: strickland vs. du plessis,gillian robertson vs. polyana viana,Round 2,gillian robertson,0.0,0.57,1.0,0.0,0.0,134.0,26,15,68,33,1,1,3,2,8,3,0,0,0,0,18,12,23,13
ufc 297: strickland vs. du plessis,gillian robertson vs. polyana viana,Round 1,polyana viana,0.0,0.44,0.0,0.0,0.0,27.0,18,8,31,20,0,0,0,0,14,5,2,1,0,0,4,3,16,7
ufc 297: strickland vs. du plessis,gillian robertson vs. polyana viana,Round 2,polyana viana,0.0,0.17,0.0,0.0,0.0,0.0,23,4,35,13,0,0,1,0,23,4,1,1,0,0,0,0,21,3
ufc 297: strickland vs. du plessis,yohan lainesse vs. sam patterson,Round 1,yohan lainesse,0.0,0.11,0.0,0.0,0.0,5.0,9,1,9,1,0,0,1,0,9,1,0,0,0,0,0,0,8,1
ufc 297: strickland vs. du plessis,yohan lainesse vs. sam patterson,Round 1,sam patterson,0.0,0.5,1.0,1.0,0.0,41.0,10,5,10,5,1,1,0,0,10,5,0,0,0,0,0,0,10,5
ufc 297: strickland vs. du plessis,jasmine jasudavicius vs. priscila cachoeira,Round 1,jasmine jasudavicius,0.0,0.74,1.0,0.0,0.0,276.0,43,32,173,138,1,1,0,0,3,1,0,0,0,0,40,31,43,32
ufc 297: strickland vs. du plessis,jasmine jasudavicius vs. priscila cachoeira,Round 2,jasmine jasudavicius,1.0,0.85,0.0,2.0,0.0,278.0,40,34,129,110,0,0,0,0,2,2,1,1,0,0,38,32,39,33
