Name,Nickname,Weight+AF8-Class,Knockouts,Submissions,First+AF8-Round+AF8-Finishes,Striking+AF8-Accuracy,Takedown+AF8-Accuracy,Sig+AF8-Str+AF8-Attempted Total,Takedowns+AF8-Landed+AF8-Total,Takedowns+AF8-Attempted+AF8-Total,Sig+AF8-Strikes+AF8-Per Min,Takedown+AF8-Avg+AF8-Per Min,Sig+AF8-Str+AF8-Def,Knockdown+AF8-Avg,Sig+AF8-Strikes+AF8-Absorbed+AF8-Per+AF8-Min,Sub+AF8-Avg+AF8-Per+AF8-Min,Takedown+AF8-Def,Avg+AF8-Fight+AF8-Time,Place+AF8-of+AF8-Birth,Octagon+AF8-Debut,Wins,Losses,Draws,Sig+AF8-Str+AF8-Landed Total+AF8-Total,Sig+AF8-Str+AF8-Landed Total+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Percent,Sig+AF8-Strikes+AF8-Head+AF8-Total,Sig+AF8-Strikes+AF8-Head+AF8-Percent,Sig+AF8-Strikes+AF8-Body+AF8-Total,Sig+AF8-Strikes+AF8-Body+AF8-Percent,Sig+AF8-Strikes+AF8-Leg+AF8-Total,Sig+AF8-Strikes+AF8-Leg+AF8-Percent,Win+AF8-by+AF8-KO/TKO+AF8-Total,Win+AF8-by+AF8-KO/TKO+AF8-Percent,Win+AF8-by+AF8-Decision+AF8-Total,Win+AF8-by+AF8-Decision+AF8-Percent,Win+AF8-by+AF8-Submission+AF8-Total,Win+AF8-by+AF8-Submission+AF8-Percent,img
Shawn Jordan,+ACI-+ACIAIg-The Savage+ACIAIg-+ACI-,Heavyweight Division,0,0,0,0.51,0.38,559,0,34,2.87,1.97,0.47,0.45,3.3,0.15,0.77,496,United States,+ACI-Mar. 3, 2012+ACI-,18,7,0,285,0,62,0.22,145,0.51,78,0.27,230,0.81,32,0.11,23,0.08,14,0.78,1,0.06,3,0.17,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/7b9eb58b+AC0-096e+AC0-4578+AC0-b8f3+AC0-6ed02427533f+ACU-252FShawn+AC0-Jordan+AF8-234787+AF8-LeftFullBodyImage.png?itok+AD0-GFI9C4AW
Kevin Jordan,+ACI-+ACIAIg-The Shaman+ACIAIg-+ACI-,Heavyweight Division,0,0,0,0.42,0,86,0,1,1.93,0,0.55,0,2.47,0,0.78,560,+ACI-Columbus, United States+ACI-,+ACI-Jun. 4, 2005+ACI-,7,4,0,36,0,12,0.33,24,0.67,0,0,21,0.58,13,0.36,2,0.06,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Ivan Jorge,,Lightweight Division,0,0,0,0.49,0.16,332,0,31,3.41,1.56,0.6,0,2.91,0.62,0.75,721,Brazil,+ACI-Sep. 4, 2013+ACI-,26,5,0,164,0,58,0.35,106,0.65,0,0,64,0.39,62,0.38,38,0.23,3,0.12,10,0.38,13,0.5,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/cfb27e09+AC0-63d5+AC0-4507+AC0-a6f3+AC0-6443c05598cd+ACU-252FIvan+AC0-Jorge+AF8-453810+AF8-LeftFullBodyImage.png?itok+AD0-GTlkS6K4
Scott Jorgensen,+ACI-+ACIAIg-Young Guns+ACIAIg-+ACI-,Bantamweight Division,0,0,0,0.4,0.46,2062,0,94,3.37,2.61,0.65,0.36,3.41,0.73,0.6,675,United States,+ACI-Jun. 5, 2011+ACI-,15,12,0,833,0,177,0.21,526,0.63,130,0.16,592,0.71,135,0.16,106,0.13,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/8fa0dc3d+AC0-9c07+AC0-4175+AC0-bbfe+AC0-df579bf98510+ACU-252FScott+AC0-Jorgensen+AF8-1060+AF8-LeftFullBodyImage.png?itok+AD0-G0+AC0-WQDHY
Dwight Joseph,,Bantamweight Division,0,0,0,0.53,0.2,74,0,5,2.6,1,0.56,0,2.87,1,0.2,900,,+ACI-Feb. 11, 2025+ACI-,0,0,0,39,0,7,0.18,29,0.74,3,0.08,20,0.51,12,0.31,7,0.18,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/38176754+AC0-99bc+AC0-4818+AC0-bd0e+AC0-b632623cda17+ACU-252FJOSEPH+AF8-DWIGHT+AF8-L.png?itok+AD0-jwvnC0Ig
Jeff Joslin,+ACI-+ACIAIg-The Inferno+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.33,0,54,0,0,1.2,0,0.66,0,3.13,1,0.64,900,+ACI-Hamilton, Canada+ACI-,+ACI-Dec. 13, 2006+ACI-,5,3,0,18,0,0,0,18,1,0,0,8,0.44,1,0.06,9,0.5,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Krzysztof Jotko,,Middleweight Division,6,1,4,0.43,0.4,1505,9,48,2.98,1.33,0.57,0.14,2.23,0.07,0.82,759,+ACI-Elblag, Poland+ACI-,+ACI-Dec. 7, 2013+ACI-,24,6,0,640,0,173,0.27,354,0.55,113,0.18,419,0.65,139,0.22,82,0.13,6,0.25,17,0.71,1,0.04,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-09/JOTKO+AF8-KRZYSZTOF+AF8-L+AF8-10+AC0-01.png?itok+AD0-WX+AC0-mXFBm
Alan Jouban,+ACI-+ACIAIg-Brahma+ACIAIg-+ACI-,Welterweight Division,11,1,0,0.5,0.44,1318,3,9,5.67,0.51,0.6,1.15,3.77,0.26,0.59,540,+ACI-Lafayette, United States+ACI-,+ACI-Aug. 16, 2014+ACI-,17,7,0,663,0,86,0.13,538,0.81,39,0.06,398,0.6,138,0.21,127,0.19,11,0.69,4,0.25,1,0.06,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-05/67181+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FJOUBAN+AF8-ALAN+AF8-L+AF8-04+AC0-13.png?itok+AD0-HsvRfuY2
Charles Jourdain,+ACI-+ACIAIg-Air+ACIAIg-+ACI-,Bantamweight Division,8,6,5,0.49,0.21,1975,0,19,5.43,0.34,0.57,0.51,4.27,0.59,0.47,711,+ACI-Longueuil, Canada+ACI-,+ACI-May. 18, 2019+ACI-,16,8,1,966,0,175,0.18,720,0.75,71,0.07,516,0.53,268,0.28,182,0.19,8,0.5,2,0.13,6,0.38,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-10/JOURDAIN+AF8-CHARLES+AF8-L+AF8-11+AC0-02.png?itok+AD0-a8hK7VcR
Kevin Jousset,+ACI-+ACIAIg-Air+ACIAIg-+ACI-,Welterweight Division,4,0,4,0.48,0.67,31,2,3,1,2,0.49,0,1.2,0,0.63,900,+ACI-Bordeaux, France+ACI-,+ACI-Sep. 10, 2023+ACI-,10,4,0,15,0,2,0.13,13,0.87,0,0,10,0.67,3,0.2,2,0.13,4,0.4,5,0.5,1,0.1,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-09/JOUSSET+AF8-KEVIN+AF8-L+AF8-09+AC0-28.png?itok+AD0-2jUj7o+AC0-Z
Dustin Joynson,,Heavyweight Division,0,0,0,0.54,0,13,0,0,3.28,0,0.48,0,5.63,0,0,128,+ACI-Victoria, Canada+ACI-,+ACI-Feb. 11, 2025+ACI-,0,0,0,7,0,2,0.29,5,0.71,0,0,6,0.86,1,0.14,0,0,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-02/JOYNSON+AF8-DUSTIN+AF8-R.png?itok+AD0-VJD39K53
Silvana Gomez Juarez ,+ACI-+ACIAIg-La Malvada+ACIAIg-+ACI-,Women's Strawweight Division,7,2,6,0.32,0,306,0,0,4.26,0,0.62,1.3,4.04,0,0.3,345,+ACI-San Miguel de Tucuman, Argentina+ACI-,+ACI-Oct. 9, 2021+ACI-,7,5,0,98,0,4,0.04,87,0.89,7,0.07,66,0.67,24,0.24,8,0.08,7,0.64,2,0.18,2,0.18,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-10/69681+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FJUAREZ+AF8-SILVANA+AF8-L+AF8-10+AC0-09.png?itok+AD0-SusCwZdl
Anshul Jubli,+ACI-+ACIAIg-King of Lions+ACIAIg-+ACI-,Lightweight Division,2,1,2,0.46,0.18,516,2,11,6.42,0.81,0.5,0.4,5.72,0.4,0.64,556,+ACI-Uttarkashi, India+ACI-,+ACI-Jun. 10, 2022+ACI-,7,2,0,238,0,17,0.07,189,0.79,32,0.13,160,0.67,61,0.26,17,0.07,2,0.29,4,0.57,1,0.14,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-02/JUBLI+AF8-ANSHUL+AF8-L+AF8-10+AC0-21.png?itok+AD0-L+AF8-7+AC0-P7eR
Carli Judice,+ACI-+ACIAIg-Crispy +ACIAIg-+ACI-,Women's Flyweight Division,3,0,3,0.55,0.25,617,2,8,11.23,1,0.53,0,10.1,0,0.7,900,+ACI-Lafayette, United States+ACI-,+ACI-Jun. 15, 2024+ACI-,3,2,0,337,0,56,0.17,281,0.83,0,0,196,0.58,112,0.33,29,0.09,3,1,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-06/JUDICE+AF8-CARLI+AF8-L+AF8-06+AC0-15.png?itok+AD0-y73imdus
Steve Judson,,Heavyweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,+ACI-Sep. 24, 1999+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Luke Jumeau,+ACI-+ACIAIg-The Jedi+ACIAIg-+ACI-,Welterweight Division,5,4,0,0.44,1,403,0,1,2.93,0.25,0.58,0,3.17,0,0.87,900,Australia,+ACI-Jun. 11, 2017+ACI-,13,5,0,176,0,41,0.23,132,0.75,3,0.02,108,0.61,28,0.16,40,0.23,5,0.38,4,0.31,4,0.31,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2019+AC0-10/JUMEAU+AF8-LUKE+AF8-L.png?VersionId+AD0-D57UEywWc0MgH29KXF.LdQPatLzFoYqS+ACY-itok+AD0-NF6Eoe8f
Da Woon Jung,+ACI-+ACIAIg-Sseda+ACIAIg-+ACI-,Light Heavyweight Division,11,2,6,0.41,0.48,749,0,21,3.24,1.59,0.49,0.48,4.23,0.16,0.76,628,+ACI-Seoul, South Korea+ACI-,+ACI-Aug. 31, 2019+ACI-,15,6,1,305,0,39,0.13,240,0.79,26,0.09,201,0.66,42,0.14,62,0.2,11,0.73,2,0.13,2,0.13,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-02/JUNG+AF8-DA+AF8-WOON+AF8-L+AF8-02+AC0-04.png?itok+AD0-xrb52Qd4
Chan Sung Jung,+ACI-+ACIAIg-The Korean Zombie+ACIAIg-+ACI-,Featherweight Division,6,8,0,0.41,0.44,1635,5,18,3.93,0.7,0.52,0.43,4.52,0.61,0.73,740,South Korea,+ACI-Mar. 27, 2011+ACI-,17,8,0,678,0,57,0.08,529,0.78,92,0.14,529,0.78,81,0.12,68,0.1,6,0.35,3,0.18,8,0.47,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-08/a23c5ddc+AC0-0bb5+AC0-492d+AC0-a81d+AC0-6c25f207859c+ACU-252FJUNG+AF8-CHAN+AF8-SUNG+AF8-L+AF8-04+AC0-09.png?itok+AD0-LS4+AC0-IDmG
Scott Junk,,Heavyweight Division,0,0,0,0.61,0,28,0,0,5.13,0,0.45,0,1.81,0,0,199,+ACI-Kailua, United States+ACI-,+ACI-Sep. 22, 2007+ACI-,6,2,0,17,0,12,0.71,5,0.29,0,0,8,0.47,3,0.18,6,0.35,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Myles Jury,+ACI-+ACIAIg-Fury+ACIAIg-+ACI-,Featherweight Division,10,3,0,0.43,0.55,767,16,29,2.94,2.16,0.67,0.41,2.16,0.27,0.5,555,+ACI-Hazel Park, United States+ACI-,+ACI-Jun. 2, 2012+ACI-,17,4,0,327,0,13,0.04,214,0.65,100,0.31,224,0.69,37,0.11,66,0.2,10,0.59,4,0.24,3,0.18,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68880/profile+AC0-galery/fullbodyleft+AC0-picture/Myles+AC0-Jury+AF8-269255+AF8-LeftFullBodyImage.png?itok+AD0-mLyLvBsv
Geza Kahlman Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,+ACI-Sep. 8, 1995+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Oron Kahlon,,Bantamweight Division,0,0,0,0.38,0,32,0,0,0.85,0,0.36,0,4.93,0,0.4,852,Israel,+ACI-Feb. 11, 2025+ACI-,0,1,0,12,0,1,0.08,11,0.92,0,0,2,0.17,6,0.5,4,0.33,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-10/71641+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FKAHLON+AF8-ORON+AF8-L.png?itok+AD0-JrsArd1W
Lu Kai,,Featherweight Division,0,0,0,0.44,0.5,98,0,4,3.76,2.62,0.56,0,5.51,2.62,1,229,+ACI-Miaoshou, China+ACI-,+ACI-Jun. 10, 2022+ACI-,1,2,0,43,0,1,0.02,33,0.77,9,0.21,30,0.7,10,0.23,3,0.07,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-06/102cd70e+AC0-1692+AC0-4e81+AC0-9f1e+AC0-08bc2acf9125+ACU-252FKAI+AF8-LU+AF8-L.png?itok+AD0-BX6hEVhh
Sim Kai Xiong,,Flyweight Division,0,0,0,0.64,0.29,22,0,7,3.19,6.84,0.47,0,4.56,0,0,263,Singapore,+ACI-Feb. 11, 2025+ACI-,0,1,0,14,0,5,0.36,9,0.64,0,0,9,0.64,2,0.14,3,0.21,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-06/KAI+AF8-XIONG+AF8-SIM+AF8-L.png?itok+AD0-iXEs4SuD
Li Kaiwen,,Featherweight Division,0,0,0,0.5,0.33,167,0,3,4.32,0.78,0.54,0.78,3.74,0,0.92,385,+ACI-Hunan, China+ACI-,+ACI-Feb. 3, 2024+ACI-,2,1,0,83,0,24,0.29,53,0.64,6,0.07,50,0.6,22,0.27,11,0.13,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-06/KAIWEN+AF8-LI+AF8-L.png?itok+AD0-jQtKxgLc
Sirwan Kakai,+ACI-+ACIAIg-Zohan+ACIAIg-+ACI-,Bantamweight Division,0,0,0,0.41,0.42,259,0,19,3.57,4,0.62,0.5,4.63,0,0.83,900,+ACI-Romadi, Sweden+ACI-,+ACI-Jun. 27, 2015+ACI-,12,3,0,107,0,25,0.23,79,0.74,3,0.03,77,0.72,17,0.16,13,0.12,4,0.31,3,0.23,6,0.46,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/49ab6d89+AC0-b530+AC0-4c83+AC0-81e3+AC0-cc6f1d008688+ACU-252Fsirwan+AC0-kakai+AF8-453463+AF8-LeftFullBodyImage.png?itok+AD0-eLVu5tlM
Saidyokub Kakhramonov,,Bantamweight Division,3,4,5,0.51,0.49,154,2,35,2.05,6.63,0.59,0,0.88,1.95,0.83,770,Uzbekistan,+ACI-Aug. 21, 2021+ACI-,10,3,0,79,0,22,0.28,30,0.38,27,0.34,57,0.72,14,0.18,8,0.1,3,0.11,21,0.75,4,0.14,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-02/KAKHRAMONOV+AF8-SAIDYOKUB+AF8-L+AF8-12+AC0-17.png?itok+AD0-7PP7qajd
Kai Kamaka,+ACI-+ACIAIg-The Fighting Hawaiian+ACIAIg-+ACI-,Featherweight Division,0,1,0,0.57,0.58,473,0,12,4.96,1.93,0.55,0.28,5.29,0.28,0.53,817,+ACI-Honolulu, United States+ACI-,+ACI-Aug. 15, 2020+ACI-,8,4,1,270,0,31,0.11,227,0.84,12,0.04,116,0.43,113,0.42,41,0.15,0,0,7,0.88,1,0.13,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-04/71694+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FKAMAKA+AF8-KAI+AF8-L+AF8-05+AC0-01.png?itok+AD0-BdAqfjZ6
Shuya Kamikubo,,Bantamweight Division,0,0,0,0.55,0.16,210,0,19,3.83,1.5,0.47,0,4.9,0.5,0,900,+ACI-Yokohama, Japan+ACI-,+ACI-Feb. 11, 2025+ACI-,1,1,0,115,0,32,0.28,74,0.64,9,0.08,71,0.62,40,0.35,4,0.03,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-06/KAMIKUBO+AF8-SHUYA+AF8-L.png?itok+AD0-MLMN5kCf
Martin Kampmann,+ACI-+ACIAIg-The Hitman+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.42,0.41,1166,0,46,3.22,1.86,0.62,0.49,3.28,2.05,0.78,521,+ACI-Arhus, Denmark+ACI-,+ACI-Aug. 17, 2006+ACI-,20,7,0,494,0,110,0.22,299,0.61,85,0.17,390,0.79,87,0.18,17,0.03,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68725/profile+AC0-galery/fullbodyleft+AC0-picture/Martin+AC0-Kampmann+AF8-787+AF8-LeftFullBodyImage.png?VersionId+AD0-g+AF8-oYlup+AF8-1ULLMUKT7Vq4AMFIX7fKfLll+ACY-itok+AD0-jl9G+AC0-Nzn
Koya Kanda,,Featherweight Division,0,0,0,0.41,0.18,265,0,22,3.63,2,0.53,0,2.9,0,1,900,,+ACI-Feb. 11, 2025+ACI-,1,1,0,109,0,15,0.14,93,0.85,1,0.01,52,0.48,18,0.17,39,0.36,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-06/KANDA+AF8-KOUYA+AF8-R.png?itok+AD0-6+AC0-XVDv2k
Bharat Kandare,+ACI-+ACIAIg-Daring+ACIAIg-+ACI-,Bantamweight Division,0,0,0,0.1,0,30,0,1,0.7,0,0.72,0,1.88,0,0,256,+ACI-Bhagur, Nashik, India+ACI-,+ACI-Nov. 25, 2017+ACI-,5,3,0,3,0,0,0,3,1,0,0,1,0.33,0,0,2,0.67,1,0.2,0,0,4,0.8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/67467/profile+AC0-galery/fullbodyleft+AC0-picture/Bharat+AC0-Kandare+AF8-643438+AF8-LeftFullBodyImage.png?VersionId+AD0-7CvwhLCUwK4tthKYJVrP0nkTJheIShoT+ACY-itok+AD0-2E+AF8-kkK+AC0-W
Masanori Kanehara,,Bantamweight Division,0,0,0,0.5,0.5,197,0,10,1.88,1.44,0.63,0.29,1.63,0.86,0.64,782,Japan,+ACI-Sep. 20, 2014+ACI-,25,13,5,98,0,12,0.12,73,0.74,13,0.13,62,0.63,27,0.28,9,0.09,8,0.33,7,0.29,9,0.38,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/59713bb3+AC0-34b3+AC0-47c6+AC0-a6bd+AC0-afdc0ae665c2+ACU-252FMasanori+AC0-Kanehara+AF8-496301+AF8-LeftFullBodyImage.png?itok+AD0-Ykm3s8fD
Kyung Ho Kang,+ACI-+ACIAIg-Mr. Perfect+ACIAIg-+ACI-,Bantamweight Division,2,12,9,0.48,0.5,1151,0,46,3.13,1.97,0.54,0.34,3.32,0.77,0.68,751,South Korea,+ACI-Mar. 2, 2013+ACI-,19,11,0,549,0,23,0.04,413,0.75,113,0.21,421,0.77,51,0.09,77,0.14,2,0.11,5,0.26,12,0.63,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/1/KANG+AF8-KYUNG+AF8-HO+AF8-L+AF8-06+AC0-22.png?itok+AD0-mfXi0vfl
Denis Kang,,Middleweight Division,0,0,0,0.39,0.67,173,0,12,2,3.53,0.67,0.44,4.91,0.88,0.38,680,+ACI-St. Pierre +ACY-amp+ADs- Miquelon, France+ACI-,+ACI-Jan. 17, 2009+ACI-,32,12,1,68,0,6,0.09,31,0.46,31,0.46,50,0.74,15,0.22,3,0.04,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Manel Kape,+ACI-+ACIAIg-StarBoy+ACIAIg-+ACI-,Flyweight Division,12,5,0,0.56,0.33,859,2,9,5.05,0.47,0.59,0.94,4.15,0.31,0.77,718,Angola,+ACI-Feb. 6, 2021+ACI-,20,7,0,483,0,14,0.03,441,0.91,28,0.06,323,0.67,90,0.19,70,0.14,12,0.6,3,0.15,5,0.25,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/5/KAPE+AF8-MANEL+AF8-L+AF8-12+AC0-14.png?itok+AD0-m2gV+AF8-hJL
Dave Kaplan,+ACI-+ACIAIg-Diamond+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.46,0.44,134,0,16,2.88,4.88,0.68,0,4.32,0.7,0,646,+ACI-Las Vegas, United States+ACI-,+ACI-Dec. 13, 2008+ACI-,3,3,0,62,0,5,0.08,56,0.9,1,0.02,15,0.24,8,0.13,39,0.63,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Alex Karalexis,+ACI-+ACIAIg-T+AC0-Rex+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.42,0.45,507,0,33,2.57,2.7,0.54,0,2.39,0.9,0.87,499,United States,+ACI-Apr. 9, 2005+ACI-,8,2,0,214,0,62,0.29,57,0.27,95,0.44,174,0.81,15,0.07,25,0.12,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Ernesta Kareckait+//3//Q-,+ACI-+ACIAIg-Heavy+AC0-Handed+ACIAIg-+ACI-,Women's Flyweight Division,2,0,2,0.42,0.67,787,1,3,7.38,0.67,0.48,0,6.09,0,0.83,900,+ACI-Kaunas, Lithuania+ACI-,+ACI-May. 4, 2024+ACI-,6,1,1,332,0,45,0.14,279,0.84,8,0.02,252,0.76,65,0.2,15,0.05,2,0.33,4,0.67,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Impa Kasanganay,+ACI-+ACIAIg-Tshilobo+ACIAIg-+ACI-,Welterweight Division,1,2,0,0.49,0.58,610,0,12,4.96,1.75,0.58,0,3.66,0.25,0.67,601,+ACI-Deerfield Beach, United States+ACI-,+ACI-Aug. 29, 2020+ACI-,9,2,0,298,0,20,0.07,234,0.79,44,0.15,191,0.64,76,0.26,31,0.1,1,0.11,6,0.67,2,0.22,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2021+AC0-04/71561+ACU-252Fprofile+AC0-galery+ACU-252Ffullbodyleft+AC0-picture+ACU-252FKASANGANAY+AF8-IMPA+AF8-L+AF8-04+AC0-10.png?itok+AD0-xEC+AF8-JPuG
Jinnosuke Kashimura,,Lightweight Division,0,0,0,0.5,1,2,0,1,0.21,3.16,0.26,0,7.37,6.32,0,285,Japan,+ACI-Feb. 11, 2025+ACI-,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-06/948254a0+AC0-e6aa+AC0-43f7+AC0-8b40+AC0-a8739b2712ed+ACU-252FKASHIMURA+AF8-JINNOSUKE+AF8-L.png?itok+AD0-C8a7okL7
Kerry Kasik,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,+ACI-Feb. 11, 2025+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Nadia Kassem,,Women's Flyweight Division,4,0,0,0.42,0.33,243,0,3,3.13,0.46,0.49,0,4.48,2.76,0.4,652,Australia,+ACI-Nov. 18, 2017+ACI-,5,2,0,102,0,16,0.16,79,0.77,7,0.07,35,0.34,49,0.48,18,0.18,4,0.8,1,0.2,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68883/profile+AC0-galery/fullbodyleft+AC0-picture/KASSEM+AF8-NADIA+AF8-L.png?VersionId+AD0-U9VBE2molwZkcSsxpG57I06jKYSemfW6+ACY-itok+AD0-3bNrtCnS
